Area,Piste,Ref,Difficulty,Routes,Length,Avg Angle,Max Angle
Courmayeur,"Chiecco",17,easy,1,428.17276418033885,13.033639309741165,18.3100106108903
,"Col Toront 1",,intermediate,1,1105.7151773074193,13.585050845911459,23.93147459155979
11er Neustift/Neder,"Skiroute Pinnistal",,freeride,1,5258.387581077059,8.255617968665883,20.662398425164273
,"Arlecchino",,easy,1,491.1453706094346,5.565566943791697,13.335178785606118
La Thuile,"Le Teste",,advanced,1,372.75144252445,24.83786251799272,32.012021034207166
Vars,"Ecureuil",,advanced,1,739.0134759626588,14.803534987999262,24.182117459993325
Les Arcs / Peisey-Vallandry,"Rêches",,intermediate,2,2207.2505485769793,14.954989109905094,30.10204278870783
Area sciistica Monte Bondone,"3-Tre Vaneze",,easy,1,628.0095613373279,12.140207151202,24.700581825445
,"Pista del sole",,easy,1,2091.1257246846867,10.198475174116538,18.396694498186807
,"3",,advanced,1,1126.9663836386258,17.63749878726056,26.505201026310303
Davos-Klosters,"Clavadeler",,easy,2,3005.685639156699,10.421854273700513,22.336007210147407
Les Arcs / Peisey-Vallandry,"Col des Frettes",,intermediate,1,1228.500670961524,14.826409236191699,21.64947268172891
Hirmentaz,"Pin Sylvestre",,intermediate,1,387.2888529718672,19.13924606427144,27.81181822985405
Lech/Zürs,"Osthang",41,freeride,1,825.4620983259435,20.521520794429648,33.32879153011239
,"Grand Conche",,easy,1,671.5897612595452,11.045894482320348,16.193274856198418
Puy-Saint-Vincent,"Rhodos",,easy,1,326.21962175016216,19.58807493237247,27.621876470090946
Megève,"Chalet",,intermediate,1,1292.736560276842,10.262824658624622,21.1487416670312
Alpe Devero,"Campo Scuola",,novice,1,60.01956450801467,16.119378338085653,0.0
Alpe d'Huez Grand Domaine,"Chardons",,novice,1,1241.9079935889147,8.828534297160417,21.145654357038957
Kappl,"Mardinaabfahrt",1,intermediate,1,842.1048171429171,13.812467772046269,29.99085268529216
Vars,"Clos des Alpes",,easy,1,1526.6388315434074,12.330385733209793,22.38656840145571
,"Murmeltiertrail",,intermediate,1,39.60757257566288,1.989540620787378,0.0
SkiWelt,"Eiberg II  - Abfahrten",,intermediate,1,524.5475334256718,15.094454427795545,20.936805564516934
Albiez-Montrond,"Grand Croix",,easy,1,2030.5238043483585,9.834489927584391,15.292120204249363
,"Col des Lacs",,easy,1,2767.640407032617,10.478572286914373,27.864385242615956
,"Combette",,advanced,1,1273.1590567199837,18.67434201782262,29.64178856258386
,"Lago della Ninfa",,intermediate,1,769.9028736766801,0.0,0.0
,"Marmottes",,easy,4,1442.2135232123762,13.198565953144643,30.197206303392377
,"18",,easy,1,4148.499556822572,4.193599337429035,15.869491322912697
Sportgastein,"Schideck",,easy,4,3484.7898633465443,12.098630413504095,22.397576899427524
La Rosière,"Fontaine Froide",,intermediate,8,2940.370824552932,13.608031368250828,29.92730004206295
Turracher Höhe,"Märchenwaldabfahrt",,easy,1,1520.0796363964655,7.789046213007089,21.944733580526655
Zauchensee-Flachauwinkl,"Rosskopfabfahrt",,easy,16,2884.952727106325,9.863274026800864,18.184141652318768
,"Stadio dello Slalom",,advanced,1,587.7931755858269,0.0,0.0
,"Cerf",,novice,1,573.869112499684,5.493852990052783,15.532088365272635
,"Sentiero 1 La Grava - Costa Legnèr",,intermediate;easy,1,3925.6203258368323,1.465025536974456,17.183988678285576
,"82 - Chuenis-Bode",,easy,1,2505.3201184414565,9.798330287148277,24.071327852610242
,"Stade Christel Pascal",,intermediate,1,485.66530854493465,18.20409900609706,24.502384711990626
,"Oberdorf-Wildhaus",,intermediate,14,1191.2666171982003,9.75552074282352,18.354169753431222
Kappl,"Panoramaabfahrt",7a,advanced,1,467.49116894307997,19.99524311049282,28.775333124214704
Artesina,"Rocche Giardina",,intermediate,1,1473.5444128619602,12.31050927434899,22.478928993158846
,"Parking",,novice,1,666.726322846246,6.662354127351927,14.73932322127248
Vars,"Les Sagnes",,easy,1,1421.9698301486942,8.19467994891103,14.105157274638294
Les Contamines,"Nant Rouge",,intermediate,1,2941.2058614795146,10.49980265115212,22.83998019455048
,"Bondolero 1",,advanced,1,1037.2863349158565,13.427570707658752,25.01000488102571
Krvavec,"Kriška planina",,easy,2,1165.5922262530348,10.011250432984182,21.082011751317395
Laax,"Laax 26",,easy,2,1585.8058626004224,9.269901302500685,15.150668623372766
Passy - Plaine Joux,"Oursons",,novice,2,271.9732904754938,5.828238169708613,8.013553393883148
Valberg,"La Tony",,intermediate,2,1448.7300069104263,12.813950199360319,23.224283059508537
Crévoux,"Les Trolls",,easy,1,1004.5497242864672,9.797725107731743,19.173526462001487
Les Trois Vallées,"Buse",,intermediate,1,484.2442998267413,8.305967442235275,20.88825783423718
,"Bondolero 2",,advanced,1,926.7412755254065,14.802694613335179,24.481342145723662
,"Dosso del gallo",,intermediate,1,1781.8908179974362,9.337118207063623,23.279696844243947
Area sciistica Bentonico,"Malga Pra' Vecchio",,advanced,1,620.5003683669155,10.769043115606513,23.839569794175556
Megève,"Chaillettes",,intermediate,1,1112.6320197445325,15.332084580715408,28.30614197469724
,"Route de la Glappaz",,easy,1,814.5135631302339,4.43618479772706,10.91852087110625
Kope,"Sedlo",,novice,1,264.08551452113335,4.019360469375758,7.106767883770051
,"4",,easy,1,338.769113848995,11.746448167141041,14.430933376153563
Alpe d'Huez Grand Domaine,"Roche Noire",,advanced,1,512.3070692399965,21.36069614690105,32.42422612451591
,"Rue des Traineaux",,easy,2,252.05225220925942,3.801621613233664,6.655567438571252
,"Vago",,intermediate,1,565.0017499595198,15.106014420575718,22.105640052689
,"Cimacuta",6,intermediate,2,731.0379841969356,12.697535454543804,21.438394550908416
,"Pégase",,easy,1,848.3236903546092,10.602022610043038,16.405140061381275
,"Damenhang",,intermediate,1,740.4543576212936,20.203487952303615,27.631420891931715
,"Kühgund West",,intermediate,4,1152.713786691981,12.499441743437322,27.99514723865828
La Plagne,"École Aime 2000",,novice,3,319.64831311276794,5.987723690229809,15.602541230071484
Roc d'Enfer,"Les Têtes",,easy,1,701.4876647637515,9.24125730068966,17.80882871956562
,"Route de l'Alpage",,easy,1,111.52049819781465,4.836320492159498,5.341317290670727
Les Trois Vallées,"Bouc Blanc",,intermediate,3,1647.5726037988886,15.552095151794163,22.312548965663648
La Clusaz,"merle-croix fry",,easy,1,476.90768943949075,2.272162588162509,9.453516638316582
Lech/Zürs,"Mohnenmähder",35,easy,5,2988.3550199120823,9.718097201432682,21.571180363037676
Les Portes du Mont-Blanc,"La Croix",,intermediate,3,1266.5430335425121,13.533227237252493,24.863037394593157
,"Combes",,novice,1,875.1262077844469,7.3460620280460125,15.006515904193696
,"L'Eteygeon",,intermediate,1,3497.965039068389,17.184366207880693,31.35621401248654
Megève,"Voltigeurs",,advanced,1,753.869222521845,19.949022531490712,28.196788017337795
Rogla,"Jurgovo I",,intermediate,2,1452.6185089863843,13.649409919465711,20.929464457615524
Salamander Skigebiet Puchberg,"Piste 4",,advanced,1,264.9384374921544,16.264541656094192,24.116974111273684
Kappl,"Alblittkopf",17,freeride,1,381.4109082554425,15.21389052989126,28.921601044331755
Skigebiet Riesneralm - Donnersbachwald,"Kinderstrecke",,easy,1,341.800260240933,5.393076724240956,9.533335007616104
,"19 Loch",,easy,1,892.6799811621648,7.39853567098829,15.078635434199414
Warth-Schröcken,"Wartherhorn",W20,intermediate,1,361.67927624753986,18.70345352824923,25.909187601612736
Alpe d'Huez Grand Domaine,"Boulevard des lutins",,easy,1,1182.0922867575368,10.380911737826406,23.272311470995284
,"Colombier",,intermediate,1,1472.4571850337622,18.534056048197236,32.41384143015484
La Plagne,"Geisha",,easy,1,2200.040882801038,7.866549422032106,19.16772411756891
Montgenèvre,"Trois Scies",,advanced,1,421.77292945905083,22.32139474173391,31.660865742844976
Les Arcs / Peisey-Vallandry,"Golf",,intermediate,1,1314.5470172718285,17.284506346451018,25.787985664553453
Espace Diamant (Les Saisies),"Reguet",,easy,1,737.2501339458255,13.570566541175445,18.369162737123865
Passy - Plaine Joux,"Tetras",,easy,2,671.3323895133369,11.02925397163181,18.060825498130715
SkiWelt,"Keat-Antlasseeabfahrt",,easy,1,3289.744650875567,6.903438025816642,29.163181892041706
,"Echelettes",,novice,3,1597.5388923065466,5.661525732565923,16.087593098873153
,"Zeller I",,intermediate,1,597.7222872891987,11.514402175727145,18.226190959546212
,"Easy Run",,easy,2,1726.9818017265143,7.172387883571901,19.60918765212852
Le Grand Massif,"La Forestière",,easy,1,1392.9219333941533,6.2138893489048534,17.918954638590787
Montgenèvre,"La Vallon",,easy,1,1965.8727159069088,7.773357894097748,19.371211284604428
Valberg,"Pinsons",,novice,2,1075.8449342093295,5.470775640096566,15.288395236909233
SkiWelt,"Poldangerabfahrt",,easy,1,113.15878535108608,13.416708864231854,14.245953319024395
,"3 Croix",,novice,1,2813.840118943077,5.6081402295431975,18.604971780592653
,"Braunkogel",,advanced,1,726.0255291909358,15.795605001990051,24.591953178427428
,"Coucous",,easy,1,669.386476283002,10.0666915070017,16.58314415436148
,"Capins",,intermediate,1,321.5984093078272,13.043991038450374,16.08666328940507
Val Cenis Vanoise,"Flambeau",,easy,1,2541.084047277029,8.57910105661418,19.38814636753666
,"9 Sass de la Vegla",,easy,1,1054.9348251568424,6.0811068778410755,10.597296409047697
,"Baggiolara",,intermediate,3,2744.682176214774,0.0,0.0
Warth-Schröcken,"Kleinhörnle",W22,intermediate,1,1015.2922301424501,14.851663554013564,21.662100256515288
Wagrain,"Loipe Obergaßalm",,easy,1,136.9874517916401,6.943003435602473,9.296437579882193
,"Gasse",,easy,1,230.89463441261316,3.5402329931781593,4.705542427640921
Kitzbühel,"Hieslegg",,easy,1,392.70566517877546,5.9863102009524765,10.382595987316813
Präbichl,"Laugensack-Abfahrt",,intermediate,1,831.1371098316457,13.277380731169188,25.328967277761482
,"",13,easy,2,984.3648879668242,12.031680627469278,18.12391674998951
,""B"",,intermediate,1,2115.591877984642,11.083185664728788,24.05114617992869
Nauders Bergkastel,"2 Zirmabfahrt West",,easy,1,1324.244241159392,13.743751461373806,22.45939133171788
Sölden,"13",,easy,5,1855.32844557829,11.928704834669906,22.208373356674947
Rogla,"Mašin žaga",,easy,1,1120.151717413707,8.811958555714149,17.834388775595237
Chamonix Mont-Blanc,"Couloir de Poubelle",,freeride,1,3445.67673955749,25.490051275528437,45.612855387389246
Chamonix Mont-Blanc,"Pylônes",,advanced,3,1985.676271065563,21.02016144391552,41.71397306004708
,"Peifferköpfli",,intermediate,2,1191.8315465746787,13.010032311903183,25.706182950138142
Val Cenis Vanoise,"L'Ecureuil",,intermediate,1,799.3029210289417,7.374151614624238,18.683018527749557
St. Anton am Arlberg,"Zammermoos - St. Anton",,easy,6,2088.528210550897,10.05679583659731,22.068986605589078
Espace Diamant (Les Saisies),"Entre Deux Nants",,intermediate,1,747.7941860946775,14.130578623881906,24.28884958036033
,"Kuhbodmen",,easy,1,1408.7314666810623,8.040597818225988,16.795792175735812
Les Gets - Morzine,"Les Raverettes",,easy,1,828.2154463999084,10.754603397499938,19.22867078198977
Serfaus Fiss Ladis,"Direttisima",,advanced,1,857.6941048498926,25.97773949814748,34.370522367157285
Queyras - Haut-Guil,"Valpreveyre",,intermediate,1,4501.492908160279,8.738544962689227,32.796428613045826
,"9 Kreuzwankl diversion (blau)",,easy,0
Galibier-Thabor,"Lutins",,easy,1,4878.978288777746,8.03643379060003,23.272344618951635
Skigebiet Bad Kleinkirchheim / St. Oswald,"Maibrunnabfahrt",,intermediate,1,3245.6371294122573,12.596418828527966,33.40019588404531
,"Mahdstuhl",,easy,1,211.14233966171227,10.748712493194398,15.663208927554912
Kitzbühel,"Fleck",,intermediate,1,1634.706706191266,14.064382978799106,30.975630165334326
,"Arête des Intrets",,advanced,1,1660.6676886293242,19.954754563408017,33.68309661237421
Les Trois Vallées,"Combe de Rosaël",,advanced,1,1869.9108181188492,15.351968568065045,31.405704730579494
Les Deux Alpes,"Alpette",,novice,1,330.897294818271,14.248290066898084,21.67681565452449
,"Weissmiespiste",,intermediate,5,3869.089056509422,10.771049137288717,22.005277145848485
,"Aravet",,novice,1,5834.490955199254,5.757313582285041,21.206229846861934
,"Route d'Ayerne",,easy,1,511.17140609307535,4.691222819483639,11.759360572364578
Serfaus Fiss Ladis,"Masnerabfahrt",,intermediate,1,691.7134461400111,15.047303568656474,29.66088520545038
,"Egg",,intermediate,1,702.6734970018921,13.485628725762037,25.727440822528667
Nauders Bergkastel,"12",,easy,1,476.58324572045876,3.3257522143130633,10.170578359628502
Albiez-Montrond,"Impène",,easy,1,1651.6566111326679,10.853788404983298,18.205627305684835
San Domenico,"Variante Casa Rossa",,intermediate,1,877.478823156601,8.594515758269768,19.452302482621196
,"Leonardo David S.G.",,intermediate,1,900.2146383706892,16.276264584903263,25.98972402873824
Kaunertaler Gletscher,"Falgin 1",,easy,1,543.3432858158151,10.86163512309766,19.79306050376088
,"9",,easy,1,775.2787044685708,10.344149581689994,22.321922327679232
,"Furcia 9",9B,easy,1,209.44020805401786,4.053568588387695,6.600897121815003
Area Sciistica Schia Monte Caio,"Variante Bock",,intermediate,1,182.145412746781,0.0,0.0
,"Sette Fontane",,intermediate,2,2444.0986167090814,0.0,0.0
,"Hochalmweg",,easy,1,1280.686581526685,2.9184406315382594,21.470431033763624
Obergurgl-Hochgurgl,"26",,easy,1,585.7165411766604,10.210758376259268,17.509809619535904
,"Le Goulet",,intermediate,1,1178.5349032376078,11.884604471377436,20.562215584209138
Chamonix Mont-Blanc,"Les Aillouds Intermédiaire La Carbotte",,easy,3,1618.242533346587,12.026316077079864,20.365382511726548
Wagrain,"Hachauabfahrt",,easy,1,93.79465221152675,2.1166712121618603,0.0
Val Cenis Vanoise,"M.J. Berche",,advanced,1,465.0934959154347,19.787630615943794,25.41516836911072
,"Combe de la Balme",,easy,1,1749.4995021753466,10.755146663578774,23.84606670081905
,"Lait primi passi 1-2",,novice,1,49.479886563078914,2.906019576179671,0.0
Les Trois Vallées,"Biolley",,easy,1,2589.4298622391207,8.169343717757124,15.942147259421212
,"11",,easy,1,773.9444143665182,10.782599897103458,16.889908617892388
,"Ganser",,easy,1,1198.9857702170564,11.511471123749637,22.86879475813399
Davos-Klosters,"Höhenweg - Davos",,advanced,1,519.6099068083741,24.42686413293008,28.120649582066697
Skigebiet Ifen,"Ifoly-Abfahrt",,advanced,1,478.87811339639165,18.80525756868864,28.800833468584205
See,"",1b,advanced,1,79.08279570014184,27.751415771477234,0.0
Chamonix Mont-Blanc,"Les Esserts",,easy,2,1156.6038556041403,9.7663380657875,21.389743151977704
Zauchensee-Flachauwinkl,"Tauernkarlift Abfahrt",,easy,2,1085.1022625111545,9.907171538630635,20.24008935406647
Kitzbühel,"Bärenbadkogel I",,intermediate,2,1310.0812238984265,15.036530342671071,25.635578663042637
,"Puncera",,intermediate,1,619.31934879891,16.936676936968873,25.959557533878876
Le Collet d'Allevard,"Jonquille",,intermediate,1,453.9153725665126,15.363811905922931,21.187138839977067
Feuerkogel,"Gruber Familie",,easy,1,1601.580503027625,9.907820530656815,16.968754086136098
Kitzbühel,"Stuckkogel",,freeride,1,1407.2264117791547,11.489221997644366,21.74934373330369
Nassfeld,"Blue Day-Park",,easy,2,384.52463692923226,8.746085357380359,12.811318586874147
,"Vezzena",,easy,1,939.5425822410963,8.342048113342168,19.609411690391866
,"Valon",,intermediate,1,850.91104760642,13.33069389714572,31.874992101693977
Shuttleberg Flachauwinkl-Kleinarl,"Beginner Area Flachauwinkl",,easy,1,238.22436211552144,6.8818715691445815,9.627164744417545
Alpe d'Huez Grand Domaine,"Fontfroide",,intermediate,1,1285.717452782484,19.157461859820547,28.549599732345147
,"2000",31,intermediate,1,1498.662980607259,13.440861417158859,27.540324522753522
Les Portes du Mont-Blanc,"Tréfléannaise",,easy,1,4137.811723334927,7.044632767851252,23.79723163817283
Kitzbühel,"Streif Familienabfahrt",,easy,2,987.4603797896162,8.181274142480364,19.19279738643109
,"Magnolta Inferiore",,advanced,1,1327.8379502536459,19.54351602112367,28.89155591380644
,"Loup",,intermediate,1,1427.04382223438,14.749603665001125,22.71399755917951
Espace Diamant (Les Saisies),"Teux",,easy,1,516.6504625307358,14.462129749867849,20.543325657421562
Espace Killy,"Digues",,novice,1,567.3933049843731,7.04754141454771,16.56277500108246
,"Blue 1a",,easy,1,271.1350942796273,7.701887008422136,12.14986538585192
,"Baby",,easy,1,174.51394525064188,13.554677252489872,15.656791962860707
Grindelwald First,"5 Bort Direct",,advanced,1,789.0806879264028,19.198139811593123,28.493327520889185
,"13 Raccordo Ornella-Sourasas",,advanced,1,607.852987959436,20.79994268207678,31.713655914967433
Area Sciistica Piane di Mocogne,"Campo Scuola 1",,novice,1,104.47451550828883,0.0,0.0
La Clusaz,"Grand Chamois",,intermediate,1,908.6224972087741,18.593866611123815,23.390428714488674
Area sciistica Doganaccia,"Raccordo",,novice,2,237.484450625701,0.0,0.0
,"Stöfeli Zingen",,intermediate,1,664.2777892869454,9.961690642018599,20.64879461425793
Le Collet d'Allevard,"Les Bens",,intermediate,1,332.5180258776461,12.119337095367406,20.871477271515644
Dorfgastein - Großarltal,"Himmelreich",,intermediate,4,1286.279751411156,14.426161936282229,25.950076930353966
Thollon-les-Mémises,"La Frasse",,intermediate,1,941.746246831944,15.352371399697814,26.332718175038586
Chamonix Mont-Blanc,"Solonges",,intermediate,1,1354.786769044419,14.202728182845767,23.97393136861964
Area Sciistica Cerreto Laghi,"Belfiore",,intermediate,1,1102.1802050608317,0.0,0.0
,"41",,advanced,1,1274.4581298467865,13.152713440887757,24.7488235532218
Warth-Schröcken,"Auenfeld",W8,intermediate,2,1651.9243401009408,13.338261122663482,20.883076971406442
Davos-Klosters,"hohenweg - davos 2",,advanced,1,1784.5310071967006,12.530725776143635,24.976196565990385
,"7 Kreuzwankl-Downhill (blau)",,easy,2,1015.8911742775103,10.528482364474643,21.506122760116373
,"Le Mur",,advanced,1,614.3399399412291,16.92978914203937,22.960229337058195
,"Alpages",,intermediate,1,551.9316546126703,22.637780003940613,28.605328535902576
Maria Alm - Hochkönig,"Kings Corner",4,easy,1,35.21996385552029,5.565279470108008,0.0
Zauchensee-Flachauwinkl,"Unterberg Steilhang",,advanced,1,467.5351873160652,21.80799325492053,30.53327035862715
,"Passo di Pampeago - Reiterjoch",,easy,1,982.7048575820904,6.660427274172153,15.33159145811139
Venet,"Hüttenlift",4b,intermediate,2,1247.543017622997,9.034515053721163,24.255001044534815
Saalbach - Hinterglemm,"Zwölferkogel - Nordabfahrt",,intermediate,1,444.6673689257291,14.184488823105038,31.903567152681223
,"(45) Genziana",,intermediate,1,1541.717721977499,12.247370513052253,25.55467943872641
Davos-Klosters,"Furka Rechts",,intermediate,1,878.5551679754819,13.559925419553512,21.40852587124024
,"Fuorcla Grischa",,advanced,1,1215.0157506783094,11.519026322007623,26.308334120625243
Les Deux Alpes,"Crêtes",,novice,1,1863.9588067761397,8.863324136314628,19.04742141651709
Serfaus Fiss Ladis,"Winkelabfahrt",,easy,2,637.5174406496762,4.231223360732437,13.65356722197557
,"3",,easy,1,517.7240518471997,11.375507091516686,18.641315644997892
Alpe d'Huez Grand Domaine,"La Balme",,advanced,1,1844.0916010999456,15.917928658428432,31.381935643698153
Espace Diamant (Les Saisies),"Frêtes",,easy,1,1972.981883893401,11.211807817861896,23.187426995946517
Sainte-Foy Tarentaise,"L'Arpettaz",,intermediate,1,1293.3976129123496,14.367530243480997,22.29968516644288
,"le luché",,intermediate,1,1098.9120629540262,13.617675929269746,28.074508744219415
,"Gélinote",,intermediate,1,794.5207383019645,13.067351525770546,22.810813802403285
Lech/Zürs,"Mohnenmahder",35a,intermediate,1,1293.9877986227243,15.131597277188432,27.197381279337648
La Thuile,"Diretta",,advanced,2,2026.5104297946084,16.291459800164017,29.76273926491291
Les 7 Laux,"Armillaire",,intermediate,3,1389.8945158115364,16.072234117166865,27.700259117170994
Jaun-Gastlosen Bergbahnen,"Ochsner",,intermediate,1,731.041446290225,16.358264525561427,22.905363518892795
,"Le KL",,advanced,2,364.1944980780417,16.02126831206742,25.791902033872418
Le Grand Massif,"Stade",,novice,1,67.32578119042863,0.1072336700144662,0.0
Val Cenis Vanoise,"Sablons",,intermediate,2,654.4762026240633,14.601736936915717,22.086463028256286
Les Trois Vallées,"Crêtes",94,intermediate,1,312.37684176663663,8.944166772019265,15.463304627249569
,"Geschwindigkeits-Messstrecke",,intermediate,1,576.6162451541048,11.140013183929092,17.84156821406488
Le Grand Massif,"Faust",,intermediate,1,3126.1478803251293,15.067990178799345,28.121185718057404
Les Portes du Mont-Blanc,"L'Herney",,easy,2,1353.3029090240693,12.64418789416006,22.781555858986152
La Rosière,"Myrtilles",,easy,1,372.7072359382718,10.863523260209217,15.125196076820643
Les Karellis,"Vordaches Bis",,intermediate,1,819.0757380370056,20.0336563137116,27.3711517704735
Skiarea Valchiavenna Madesimo/Campodolcino,"Pianello",,easy,1,890.9576212064045,9.848510907333548,15.858325691253109
,"La Villarine",,intermediate,1,1907.0548842761823,10.385200016548929,25.203597828264876
,"4 - Skiroute Hohes Licht",,easy,1,211.85317312764784,4.908661868628079,15.076738587538111
,"Dinkova - Vlavićeva",,advanced,1,365.60424531890607,19.849017836609537,23.633322008950405
Garessio 2000,"Rocce Bianche",,intermediate,1,1686.8688727293052,14.68285434684182,31.61486987893482
,"4",,easy,1,193.7576909858652,9.682556820509742,13.982492998897305
,"Le Stade",,intermediate,1,477.0171267222371,15.598902419028454,23.84836137765403
Alpe d'Huez Grand Domaine,"Maronne",,intermediate,1,1265.1119238592319,17.78846211099454,29.185905178863926
SkiWelt,"Hochsöll Foisching",,easy,2,3509.565101764704,6.16897348985168,17.687533541583377
Les Trois Vallées,"Lac de la Chambre",,intermediate,1,1036.0853580341518,7.8632099131798885,16.371322605854143
Montgenèvre,"Tremplin",,advanced,1,709.0963066121252,10.217195933016116,19.555268005704335
,"Saurer",,intermediate,1,722.1470467507847,13.03055618556971,19.498702218721604
,"4 Almrosen",,advanced,1,492.52906366038616,21.391480234350862,31.450673490681407
Valtournenche,"Du Col",,easy,1,233.0727442251095,8.813419422026067,16.75689336841758
Courmayeur,"Stadio Slalom",16b,intermediate,1,582.7693532588632,18.899945717139605,29.684488628777878
,"Nord Beccadella",,intermediate,1,990.0251379666355,0.0,0.0
Kitzbühel,"Bichlalm-Standard",,easy,2,3204.6497483579137,12.149906285546567,23.45014222565432
,"Les Couloirs supérieure",,advanced,1,1001.1523195378924,10.2364499205086,21.46182380985386
Skiregion Dachstein West,"Skiweg Gletscherblick",,intermediate,1,497.9702682065134,4.653022948721816,13.616801237242043
,"Plan Maison-Cervinia",,easy,4,3584.598457803941,7.532189987200455,18.127956756862684
Les Arcs / Peisey-Vallandry,"Liaison Plan des Violettes",,easy,1,319.1842707316726,4.411237180321659,11.41274957377456
Aillon-Margériaz,"Le Grand Glacier",,easy,1,1131.5158235112153,8.272365672127176,15.698603861233824
Les Orres,"Marmottes",,novice,6,2346.5330725856056,6.88487877983649,22.876845527022592
Area sciistica Doganaccia,"Campo Scuola Uno",,easy,2,751.9029225629394,0.0,0.0
,"Slalom",,intermediate,1,426.55016309339214,10.253374616900494,24.186400042807715
Skigebiet Gastein,"Hochalm",,intermediate,3,684.1029143754088,14.865671627682458,23.657743833727302
Area Sciistica Pratospilla,"Variante Faggio 1",,easy,1,195.9063355424914,0.0,0.0
Les Trois Vallées,"Triton",,advanced,1,559.5239908583567,18.368371033171083,31.003427973462173
,"Olperer 2",,easy,2,1336.0048786269942,8.421830825272696,16.50746876134414
Skigebiet Hauereck - St. Kathrein am Hauenstein,"Familienabfahrt",,easy,1,1945.468617530556,6.5133611492345915,23.549648314683594
Le Grand Massif,"Traversée Diamant Noir",,easy,1,1229.5311611491377,5.630921275276914,13.187947522548932
Les Karellis,"Lac",,easy,1,840.5913851954394,5.183382762915026,14.229989742183852
Filzmoos,"Geierberg",,intermediate,1,787.1672006605846,13.786386620361148,21.656934640212036
Area Sciistica Piane di Mocogne,"Poggio 2",,easy,1,214.1659357150229,0.0,0.0
,"Kircheler",,intermediate,1,1004.6255887056797,14.173597180245682,26.82205309172093
Zauchensee-Flachauwinkl,"Kogelalm",,intermediate,1,502.1680192989005,12.480067155405393,19.4774150705257
Scuol Motta Naluns,"Isola Persa",,intermediate,1,1728.2498343613477,12.489528040156577,23.358680494716772
Galibier-Thabor,"Marmotte",,intermediate,1,577.3696317333074,18.963397431345015,24.429641710127928
Les Arcs / Peisey-Vallandry,"Jardin Millerette",,easy,1,187.49001506861623,11.084790011379987,12.603620887364086
Le Collet d'Allevard,"Bouquetin",,easy,1,868.192145125531,12.569255476585942,23.460649400688038
Chamonix Mont-Blanc,"Planards",,easy,2,886.2226066749037,11.090113285516095,20.199843965732658
,"31",,intermediate,2,1171.4695346999317,10.91117464415818,25.799329132447657
Goldegg/Buchberg,"Familienabfahrt",,easy,2,1509.6146568659992,8.926677312162756,17.664473017041427
Area Sciistica Cerreto Laghi,"Pista 2",,intermediate,1,1087.3581756259755,0.0,0.0
Alpe d'Huez Grand Domaine,"La Fare",,advanced,2,2586.2117529693683,15.124008496498286,28.453616185880435
,"Korer",15,easy,2,973.3769365575548,8.59089029184121,12.666673916400235
,"Almabfahrt",6,intermediate,2,1134.8654363788164,13.253127007222117,22.89201574711718
,"Jardin des Neiges",,novice,0
Montgenèvre,"La Reserve",,advanced,1,567.518886536238,21.31583769142972,26.959647308857217
,"Mézelle",,easy,1,138.5997525451177,8.48143601116906,9.240634315517784
Artesina,"Alpet",,intermediate,1,344.79158980066893,12.933491283820217,19.14589791740606
Vars,"Orée du Bois",,novice,1,463.8684759061071,7.945295414324595,11.841532494471661
11er Neustift/Neder,"2 Abfahrt Hölltal",,intermediate,1,116.50800205722528,3.156470508538891,3.2724883902089164
Sölden,"10",,easy,1,1227.94366907788,10.584860076692358,18.243737234223623
Warth-Schröcken,"Kuchl",W10,intermediate,1,326.6050414351202,11.954483519714456,16.33120157952232
Les Deux Alpes,"Petites Crêtes",,novice,1,150.8944373304582,8.935485150406148,11.293612424600418
,"Schöngampabfahrt",,intermediate,1,687.1432401541838,15.079192255299484,24.12580454170925
Chamonix Mont-Blanc,"Jorland retour Téléphérique",,easy,1,766.8254185244817,8.814826698335478,18.41018962724616
Sölden,"14",,advanced,2,1794.798523227011,14.21314768880932,32.5199783471542
,"L'Arpillon",,advanced,1,755.4287103986704,22.194329487839248,29.79771022865054
Espace Killy,"Cascade",,intermediate,1,1495.596222003349,12.905578868828615,22.228619122209928
,"29 Bait",,intermediate,1,432.9131435952803,10.06852201799175,16.023952257580568
,"25 Forcella Pecol",,easy,1,946.3042355399904,11.155675846000682,19.490717846146847
Les Portes du Mont-Blanc,"Papa",,easy,1,1089.239274991618,8.276631669647596,14.07038798259554
Sauze D'Oulx,"42 Stadia",,intermediate,1,678.3612480988738,16.109086302339893,24.698830931476333
,"Längefelder abfahrt I",,intermediate,1,1280.5865005372352,10.166972572649918,27.148148668515166
,"Noir",,advanced,1,1308.6262482073996,7.34536965402362,23.100712064930576
,"R1",,freeride,1,385.87972309714905,17.162906233324804,29.820793530849738
,"Costabella",,intermediate,1,532.0918861802229,10.166403516636876,25.78265672576004
Puy-Saint-Vincent,"Combes",,easy,1,856.5984414908025,9.487002511923723,19.722139719862852
,"6",,easy,1,91.43353025579582,11.920068595441979,0.0
Skigebiet Gastein,"Verbindungsweg",,easy,1,75.52600040175295,8.03381814033761,0.0
,"Liaison",,novice,1,650.9037491833499,4.962459088727999,12.489781277648028
Lech/Zürs,"Kriegeralpe-Petersboden-Oberlech-Lech",34,easy,1,1215.7846335503457,8.885516260721367,18.359158756479406
